country,code country,Year,Maize yield
Sao Tome and Principe,STP,1994,2.2632
Saudi Arabia,SAU,1994,1.9523
Senegal,SEN,1994,1.0133
Serbia and Montenegro,OWID_SRM,1994,34.046.998
Sierra Leone,SLE,1994,8.958
Slovakia,SVK,1994,4.1362
Slovenia,SVN,1994,63.199.997
Small Island Developing States (FAO),0,1994,9.899
Solomon Islands,SLB,1994,0
Somalia,SOM,1994,41.489.998
South Africa,ZAF,1994,2.8481
South America,0,1994,25.688.934
South America (FAO),0,1994,25.688.999
South Korea,KOR,1994,4.0882
South-eastern Asia (FAO),0,1994,2.0488
Southern Africa (FAO),0,1994,2.7127
Southern Asia (FAO),0,1994,15.259.999
Southern Europe (FAO),0,1994,5.4711
Spain,ESP,1994,6.8566
Sri Lanka,LKA,1994,10.031.999
Sudan (former),0,1994,0.48
Suriname,SUR,1994,18.161.999
Sweden,SWE,1994,0
Switzerland,CHE,1994,8.749
Syria,SYR,1994,3.6734
Taiwan,TWN,1994,5.1481
Tajikistan,TJK,1994,1.8
Tanzania,TZA,1994,12.350.999
Thailand,THA,1994,29.343.998
Togo,TGO,1994,9.306
Trinidad and Tobago,TTO,1994,3.1385
Tunisia,TUN,1994,0
Turkey,TUR,1994,3.8181
Turkmenistan,TKM,1994,34.090.998
Uganda,UGA,1994,1.5098
Ukraine,UKR,1994,2.3614
United Arab Emirates,ARE,1994,19.024.399
United Kingdom,GBR,1994,0
United States,USA,1994,8.698.889
Upper-middle-income countries,0,1994,32.560.918
Uruguay,URY,1994,1.6279
Uzbekistan,UZB,1994,3.3978
Vanuatu,VUT,1994,48.079.997
Venezuela,VEN,1994,2.8465
Vietnam,VNM,1994,21.392.999
Western Africa (FAO),0,1994,12.595.999
Western Asia (FAO),0,1994,33.902.998
Western Europe (FAO),0,1994,77.072.997
World,OWID_WRL,1994,4.112
Yemen,YEM,1994,1.5855
Zambia,ZMB,1994,15.024.999
Zimbabwe,ZWE,1994,1.2133
Afghanistan,AFG,1995,1.6563
Africa,0,1995,13.945.452
Africa (FAO),0,1995,1.3934
Albania,ALB,1995,31.299.999
Algeria,DZA,1995,16.114.999
Americas (FAO),0,1995,4.7762
Angola,AGO,1995,35.169.998
Antigua and Barbuda,ATG,1995,1.6071
Argentina,ARG,1995,4.5223
Armenia,ARM,1995,1.8261
Asia,0,1995,36.142.128
Asia (FAO),0,1995,36.141.999
Australia,AUS,1995,48.262.997
Austria,AUT,1995,8.5
Azerbaijan,AZE,1995,1.181
Bahamas,BHS,1995,1.7931
Bahrain,BHR,1995,0
Bangladesh,BGD,1995,10.699.999
Barbados,BRB,1995,2.75
Belarus,BLR,1995,2.4545
Belgium-Luxembourg (FAO),0,1995,7.5561
Belize,BLZ,1995,1.7892
Benin,BEN,1995,1.1737
Bhutan,BTN,1995,1.4028
Bolivia,BOL,1995,1.8526
Bosnia and Herzegovina,BIH,1995,4
Botswana,BWA,1995,94.769.996
Brazil,BRA,1995,26.004.999
Brunei,BRN,1995,0
Bulgaria,BGR,1995,3.8237
Burkina Faso,BFA,1995,1.1441
Burundi,BDI,1995,1.2752
Cambodia,KHM,1995,1.2191
Cameroon,CMR,1995,1.545
Canada,CAN,1995,7.2528
Cape Verde,CPV,1995,2.629
Caribbean (FAO),0,1995,9.267
Central African Republic,CAF,1995,84.999.996
Central America (FAO),0,1995,2.199
Central Asia (FAO),0,1995,2.8293
Chad,TCD,1995,8.831
Chile,CHL,1995,9.099.999
China,CHN,1995,49.168.997
China (FAO),0,1995,4.9177
Colombia,COL,1995,1.5537
Comoros,COM,1995,2.2652
Congo,COG,1995,76.309.997
Costa Rica,CRI,1995,18.564.999
Cote d'Ivoire,CIV,1995,1.54
Croatia,HRV,1995,4.9027
Cuba,CUB,1995,1.0533
Cyprus,CYP,1995,0
Czechia,CZE,1995,4.284
Democratic Republic of Congo,COD,1995,7.866
Denmark,DNK,1995,0
Djibouti,DJI,1995,1.6667
Dominica,DMA,1995,1.3442
Dominican Republic,DOM,1995,1.4034
East Timor,TLS,1995,1.8355
Eastern Africa (FAO),0,1995,13.443.999
Eastern Asia (FAO),0,1995,4.8352
Eastern Europe (FAO),0,1995,3.3858
Ecuador,ECU,1995,1.1551
Egypt,EGY,1995,61.629.996
El Salvador,SLV,1995,2.1972
Eritrea,ERI,1995,3.366
Estonia,EST,1995,0
Eswatini,SWZ,1995,2.2065
Ethiopia,ETH,1995,1.359
Europe,0,1995,4.904.063
Europe (FAO),0,1995,4.9054
European Union (27),0,1995,5.498.018
European Union (27) (FAO),0,1995,54.993.997
Faroe Islands,FRO,1995,0
Fiji,FJI,1995,2.5723
Finland,FIN,1995,0
France,FRA,1995,77.181.997
French Guiana,GUF,1995,7.073
French Polynesia,PYF,1995,0
Gabon,GAB,1995,1.5471
Gambia,GMB,1995,1.2921
Georgia,GEO,1995,28.460.999
Germany,DEU,1995,7.3664
Ghana,GHA,1995,1.502
Greece,GRC,1995,10.0563
Grenada,GRD,1995,9.833
Guatemala,GTM,1995,19.435.999
Guinea,GIN,1995,12.035.999
Guinea-Bissau,GNB,1995,1.2027
Guyana,GUY,1995,1.333
Haiti,HTI,1995,79.999.995
High-income countries,0,1995,67.479.963
Honduras,HND,1995,16.395.999
Hungary,HUN,1995,4.5295
Iceland,ISL,1995,0
India,IND,1995,1.5946
Indonesia,IDN,1995,2.258
Iran,IRN,1995,6.1038
Iraq,IRQ,1995,1.4286
Ireland,IRL,1995,0
Israel,ISR,1995,9.1698
Italy,ITA,1995,8.9695
Jamaica,JAM,1995,1.3375
Japan,JPN,1995,2.5
Jordan,JOR,1995,0
Kazakhstan,KAZ,1995,1.9316
Kenya,KEN,1995,18.758.999
Kuwait,KWT,1995,186.029
Kyrgyzstan,KGZ,1995,32.071.998
Land Locked Developing Countries (FAO),0,1995,1.4354
Laos,LAO,1995,1.7304
Latvia,LVA,1995,0
Least Developed Countries (FAO),0,1995,12.465.999
Lebanon,LBN,1995,2.3269
Lesotho,LSO,1995,81.259.996
Liberia,LBR,1995,0
Libya,LBY,1995,13.695.999
Lithuania,LTU,1995,1.2343
Low Income Food Deficit Countries (FAO),0,1995,1.3266
Low-income countries,0,1995,1.214.687
Lower-middle-income countries,0,1995,17.674.321
Madagascar,MDG,1995,96.279.997
Malawi,MWI,1995,1.3517
Malaysia,MYS,1995,18.695.999
Maldives,MDV,1995,1
Mali,MLI,1995,1.2843
Malta,MLT,1995,0
Mauritania,MRT,1995,7.996
Mauritius,MUS,1995,38.532.999
Melanesia,OWID_MNS,1995,2.2128
Mexico,MEX,1995,2.2883
Micronesia (FAO),0,1995,11.999.999
Micronesia (country),FSM,1995,11.999.999
Middle Africa (FAO),0,1995,8.154
Moldova,MDA,1995,2.9757
Mongolia,MNG,1995,0
Morocco,MAR,1995,1.303
Mozambique,MOZ,1995,67.939.997
Myanmar,MMR,1995,1.6746
Namibia,NAM,1995,8.768
Nepal,NPL,1995,16.446.999
Net Food Importing Developing Countries (FAO),0,1995,15.820.999
Netherlands,NLD,1995,70.443.997
New Caledonia,NCL,1995,40.899.997
New Zealand,NZL,1995,9.7423
Nicaragua,NIC,1995,1.1868
Niger,NER,1995,1.2642
Nigeria,NGA,1995,1.2666
North America,0,1995,57.890.887
North Korea,PRK,1995,2.0388
North Macedonia,MKD,1995,39.018.998
Northern Africa (FAO),0,1995,39.696.999
Northern America (FAO),0,1995,71.275.997
Northern Europe (FAO),0,1995,1.2343
Norway,NOR,1995,0
Oceania,0,1995,5.848.591
Oceania (FAO),0,1995,5.8486
Oman,OMN,1995,7.3381
Pakistan,PAK,1995,1.6908
Palestine,PSE,1995,0
Panama,PAN,1995,1.477
Papua New Guinea,PNG,1995,3.5714
Paraguay,PRY,1995,24.659.998
Peru,PER,1995,19.592.999
Philippines,PHL,1995,15.333.999
Poland,POL,1995,4.9586
Polynesia,OWID_PYA,1995,0
Portugal,PRT,1995,4.3624
Puerto Rico,PRI,1995,1.5
Qatar,QAT,1995,12.5806
Reunion,REU,1995,7.6959
Romania,ROU,1995,3.1915
Russia,RUS,1995,2.7612
Rwanda,RWA,1995,1.12
Saint Kitts and Nevis,KNA,1995,0
Saint Vincent and the Grenadines,VCT,1995,37.580.998
Sao Tome and Principe,STP,1995,2.2222
Saudi Arabia,SAU,1995,19.521.999
Senegal,SEN,1995,1.0881
Serbia and Montenegro,OWID_SRM,1995,4.2478
Sierra Leone,SLE,1995,1.0122
Slovakia,SVK,1995,4.8957
Slovenia,SVN,1995,6.338
Small Island Developing States (FAO),0,1995,10.296.999
Solomon Islands,SLB,1995,0
Somalia,SOM,1995,8.304
South Africa,ZAF,1995,1.38
South America,0,1995,2.794.952
South America (FAO),0,1995,27.949.998
South Korea,KOR,1995,42.451.997
South-eastern Asia (FAO),0,1995,2.1497
Southern Africa (FAO),0,1995,13.780.999
Southern Asia (FAO),0,1995,16.711.999
Southern Europe (FAO),0,1995,6.128
Spain,ESP,1995,72.458.997
Sri Lanka,LKA,1995,9.695
Sudan (former),0,1995,5.747
Suriname,SUR,1995,2.2553
Sweden,SWE,1995,0
Switzerland,CHE,1995,8.3614
Syria,SYR,1995,35.974.998
Taiwan,TWN,1995,51.612.997
Tajikistan,TJK,1995,1.9372
Tanzania,TZA,1995,21.011.999
Thailand,THA,1995,3.2884
Togo,TGO,1995,85.529.995
Trinidad and Tobago,TTO,1995,3.0377
Tunisia,TUN,1995,0
Turkey,TUR,1995,3.7322
Turkmenistan,TKM,1995,3.47
Uganda,UGA,1995,1.5989
Ukraine,UKR,1995,29.206.998
United Arab Emirates,ARE,1995,190.476
United Kingdom,GBR,1995,0
United States,USA,1995,71.235.485
Upper-middle-income countries,0,1995,34.062.798
Uruguay,URY,1995,2.4528
Uzbekistan,UZB,1995,3.5066
Vanuatu,VUT,1995,48.639.998
Venezuela,VEN,1995,2.81
Vietnam,VNM,1995,21.141.999
Western Africa (FAO),0,1995,12.652.999
Western Asia (FAO),0,1995,33.019.998
Western Europe (FAO),0,1995,7.7324
World,OWID_WRL,1995,38.100.998
Yemen,YEM,1995,1.3627
Zambia,ZMB,1995,1.4185
Zimbabwe,ZWE,1995,5.949
Afghanistan,AFG,1996,1.6364
Africa,0,1996,17.187.383
Africa (FAO),0,1996,1.7152
Albania,ALB,1996,32.603.998
Algeria,DZA,1996,1.7154
Americas (FAO),0,1996,5.3487
Angola,AGO,1996,6.993
Antigua and Barbuda,ATG,1996,16.389.999
Argentina,ARG,1996,4.0397
Armenia,ARM,1996,22.238.998
Asia,0,1996,3.849.672
Asia (FAO),0,1996,3.8497
Australia,AUS,1996,5.7689
Austria,AUT,1996,8.62
Azerbaijan,AZE,1996,1.7369
Bahamas,BHS,1996,1.7931
Bahrain,BHR,1996,0
Bangladesh,BGD,1996,1.0166
Barbados,BRB,1996,2.6667
Belarus,BLR,1996,2.3
Belgium-Luxembourg (FAO),0,1996,7.79
Belize,BLZ,1996,2.5022
Benin,BEN,1996,1.0818
Bhutan,BTN,1996,15.999.999
Bolivia,BOL,1996,18.010.999
Bosnia and Herzegovina,BIH,1996,4
Botswana,BWA,1996,2.463
Brazil,BRA,1996,2.4761
Brunei,BRN,1996,0
Bulgaria,BGR,1996,2.181
Burkina Faso,BFA,1996,1.5521
Burundi,BDI,1996,1.3133
Cambodia,KHM,1996,1.374
Cameroon,CMR,1996,1.875
Canada,CAN,1996,69.140.997
Cape Verde,CPV,1996,3.172
Caribbean (FAO),0,1996,96.199.995
Central African Republic,CAF,1996,84.999.996
Central America (FAO),0,1996,2.1509
Central Asia (FAO),0,1996,2.6899
Chad,TCD,1996,8.911
Chile,CHL,1996,9.4453
China,CHN,1996,5.2033
China (FAO),0,1996,5.2039
Colombia,COL,1996,1.6293
Comoros,COM,1996,2.2452
Congo,COG,1996,7.725
Costa Rica,CRI,1996,15.756.999
Cote d'Ivoire,CIV,1996,1.6214
Croatia,HRV,1996,52.191.997
Cuba,CUB,1996,1.1692
Cyprus,CYP,1996,0
Czechia,CZE,1996,5.0927
Democratic Republic of Congo,COD,1996,7.994
Denmark,DNK,1996,0
Djibouti,DJI,1996,16.832.999
Dominica,DMA,1996,13.472.999
Dominican Republic,DOM,1996,1.3584
East Timor,TLS,1996,1.8346
Eastern Africa (FAO),0,1996,14.887.999
Eastern Asia (FAO),0,1996,5.1141
Eastern Europe (FAO),0,1996,3.3463
Ecuador,ECU,1996,11.424.999
Egypt,EGY,1996,69.522.996
El Salvador,SLV,1996,2.2572
Eritrea,ERI,1996,3.974
Estonia,EST,1996,0
Eswatini,SWZ,1996,1.7766
Ethiopia,ETH,1996,16.825.999
Europe,0,1996,51.411.614
Europe (FAO),0,1996,5.1424
European Union (27),0,1996,5.770.746
European Union (27) (FAO),0,1996,5.772
Faroe Islands,FRO,1996,0
Fiji,FJI,1996,2.5012
Finland,FIN,1996,0
France,FRA,1996,8.3856
French Guiana,GUF,1996,7.073
French Polynesia,PYF,1996,0
Gabon,GAB,1996,1.5802
Gambia,GMB,1996,1.2195
Georgia,GEO,1996,3.484
Germany,DEU,1996,7.8272
Ghana,GHA,1996,15.152.999
Greece,GRC,1996,9.931.399
Grenada,GRD,1996,1
Guatemala,GTM,1996,1.8201
Guinea,GIN,1996,12.445.999
Guinea-Bissau,GNB,1996,9.353
Guyana,GUY,1996,1.1481
Haiti,HTI,1996,79.399.997
High-income countries,0,1996,74.638.686
Honduras,HND,1996,16.179.999
Hungary,HUN,1996,5.6867
Iceland,ISL,1996,0
India,IND,1996,17.093.999
Indonesia,IDN,1996,24.861.999
Iran,IRN,1996,66.903.996
Iraq,IRQ,1996,20.832.999
Ireland,IRL,1996,0
Israel,ISR,1996,11.613.999
Italy,ITA,1996,9.3328
Jamaica,JAM,1996,1.3741
Japan,JPN,1996,2.451
Jordan,JOR,1996,0
Kazakhstan,KAZ,1996,1.6795
Kenya,KEN,1996,14.505.999
Kuwait,KWT,1996,18.710.499
Kyrgyzstan,KGZ,1996,3.9176
Land Locked Developing Countries (FAO),0,1996,1.6549
Laos,LAO,1996,2.0892
Latvia,LVA,1996,0
Least Developed Countries (FAO),0,1996,1.3442
Lebanon,LBN,1996,23.460.999
Lesotho,LSO,1996,1.249
Liberia,LBR,1996,0
Libya,LBY,1996,1.0526
Lithuania,LTU,1996,1.3095
Low Income Food Deficit Countries (FAO),0,1996,13.830.999
Low-income countries,0,1996,12.731.481
Lower-middle-income countries,0,1996,18.499.678
Madagascar,MDG,1996,9.299
Malawi,MWI,1996,1.4433
Malaysia,MYS,1996,1.8
Maldives,MDV,1996,0
Mali,MLI,1996,1.5845
Malta,MLT,1996,0
Mauritania,MRT,1996,58.709.997
Mauritius,MUS,1996,48.666.997
Melanesia,OWID_MNS,1996,2.5455
Mexico,MEX,1996,2.2387
Micronesia (FAO),0,1996,1.2105
Micronesia (country),FSM,1996,1.2105
Middle Africa (FAO),0,1996,9.571
Moldova,MDA,1996,2.8987
Mongolia,MNG,1996,0
Morocco,MAR,1996,9.274
Mozambique,MOZ,1996,9.395
Myanmar,MMR,1996,17.042.999
Namibia,NAM,1996,6.835
Nepal,NPL,1996,16.769.999
Net Food Importing Developing Countries (FAO),0,1996,1.6522
Netherlands,NLD,1996,8
New Caledonia,NCL,1996,3.9822
New Zealand,NZL,1996,11.2996
Nicaragua,NIC,1996,1.162
Niger,NER,1996,72.499.996
Nigeria,NGA,1996,1.3261
North America,0,1996,64.855.084
North Korea,PRK,1996,1.4007
North Macedonia,MKD,1996,3.3885
Northern Africa (FAO),0,1996,5.0499
Northern America (FAO),0,1996,7.9392
Northern Europe (FAO),0,1996,1.3095
Norway,NOR,1996,0
Oceania,0,1996,6.906.529
Oceania (FAO),0,1996,69.063.997
Oman,OMN,1996,73.684.998
Pakistan,PAK,1996,1.5884
Palestine,PSE,1996,0
Panama,PAN,1996,1.4627
Papua New Guinea,PNG,1996,4.3671
Paraguay,PRY,1996,20.149.999
Peru,PER,1996,2.5267
Philippines,PHL,1996,15.174.999
Poland,POL,1996,50.513.997
Polynesia,OWID_PYA,1996,0
Portugal,PRT,1996,4.6766
Puerto Rico,PRI,1996,15.956.999
Qatar,QAT,1996,12.5692
Reunion,REU,1996,7.7001
Romania,ROU,1996,2.9319
Russia,RUS,1996,2.3349
Rwanda,RWA,1996,1.1099
Saint Kitts and Nevis,KNA,1996,0
Saint Vincent and the Grenadines,VCT,1996,33.332.999
Sao Tome and Principe,STP,1996,2.25
Saudi Arabia,SAU,1996,1.9583
Senegal,SEN,1996,1.0438
Serbia and Montenegro,OWID_SRM,1996,37.296.999
Sierra Leone,SLE,1996,98.889.995
Slovakia,SVK,1996,5.7527
Slovenia,SVN,1996,62.999.997
Small Island Developing States (FAO),0,1996,1.0809
Solomon Islands,SLB,1996,0
Somalia,SOM,1996,6.202
South Africa,ZAF,1996,2.7043
South America,0,1996,26.699.803
South America (FAO),0,1996,26.699.998
South Korea,KOR,1996,4.0299
South-eastern Asia (FAO),0,1996,2.2997
Southern Africa (FAO),0,1996,25.621.998
Southern Asia (FAO),0,1996,1.7455
Southern Europe (FAO),0,1996,6.2573
Spain,ESP,1996,8.5308
Sri Lanka,LKA,1996,1.0669
Sudan (former),0,1996,6.494
Suriname,SUR,1996,22.266.998
Sweden,SWE,1996,0
Switzerland,CHE,1996,8.5748
Syria,SYR,1996,4.5195
Taiwan,TWN,1996,54.108.996
Tajikistan,TJK,1996,37.519.999
Tanzania,TZA,1996,17.860.999
Thailand,THA,1996,3.4478
Togo,TGO,1996,9.404
Trinidad and Tobago,TTO,1996,2.9324
Tunisia,TUN,1996,0
Turkey,TUR,1996,36.395.998
Turkmenistan,TKM,1996,0.74
Uganda,UGA,1996,1.2997
Ukraine,UKR,1996,2.7365
United Arab Emirates,ARE,1996,186.364
United Kingdom,GBR,1996,0
United States,USA,1996,7.977.119
Upper-middle-income countries,0,1996,36.073.074
Uruguay,URY,1996,2.1712
Uzbekistan,UZB,1996,34.385.998
Vanuatu,VUT,1996,4.921
Venezuela,VEN,1996,2.8233
Vietnam,VNM,1996,2.4979
Western Africa (FAO),0,1996,13.169.999
Western Asia (FAO),0,1996,3.501
Western Europe (FAO),0,1996,8.314.899
World,OWID_WRL,1996,4.2062
Yemen,YEM,1996,1.2434
Zambia,ZMB,1996,2.0864
Zimbabwe,ZWE,1996,1.415
Afghanistan,AFG,1997,1.5
Africa,0,1997,16.239.728
Africa (FAO),0,1997,16.208.999
Albania,ALB,1997,3.1862
Algeria,DZA,1997,2.1417
Americas (FAO),0,1997,53.898.997
Angola,AGO,1997,5.959
Antigua and Barbuda,ATG,1997,1.6342
Argentina,ARG,1997,4.5557
Armenia,ARM,1997,4.5548
Asia,0,1997,3.396.563
Asia (FAO),0,1997,3.3966
Australia,AUS,1997,5.9403
Austria,AUT,1997,9.78
Azerbaijan,AZE,1997,2.434
Bahamas,BHS,1997,1.74
Bahrain,BHR,1997,0
Bangladesh,BGD,1997,1.0914
Barbados,BRB,1997,2.6
Belarus,BLR,1997,2.0333
Belgium-Luxembourg (FAO),0,1997,10.2507
Belize,BLZ,1997,2.2128
Benin,BEN,1997,1.202
Bhutan,BTN,1997,16.999.999
Bolivia,BOL,1997,15.059.999
Bosnia and Herzegovina,BIH,1997,4.0136
Botswana,BWA,1997,28.669.998
Brazil,BRA,1997,26.227.999
Brunei,BRN,1997,0
Bulgaria,BGR,1997,35.781.999
Burkina Faso,BFA,1997,1.5185
Burundi,BDI,1997,1.2608
Cambodia,KHM,1997,1.2427
Cameroon,CMR,1997,2.0267
Canada,CAN,1997,68.701.997
Cape Verde,CPV,1997,1.469
Caribbean (FAO),0,1997,99.189.997
Central African Republic,CAF,1997,91.779.995
Central America (FAO),0,1997,22.266.998
Central Asia (FAO),0,1997,2.5634
Chad,TCD,1997,95.659.995
Chile,CHL,1997,8.2417
China,CHN,1997,43.873.997
China (FAO),0,1997,4.3901
Colombia,COL,1997,1.7054
Comoros,COM,1997,21.764.998
Congo,COG,1997,7.732
Costa Rica,CRI,1997,19.132.999
Cote d'Ivoire,CIV,1997,17.069.999
Croatia,HRV,1997,5.8802
Cuba,CUB,1997,1.2735
Cyprus,CYP,1997,0
Czechia,CZE,1997,69.249.997
Democratic Republic of Congo,COD,1997,8.178
Denmark,DNK,1997,0
Djibouti,DJI,1997,1.7047
Dominica,DMA,1997,1.3504
Dominican Republic,DOM,1997,11.769.999
East Timor,TLS,1997,15.769.999
Eastern Africa (FAO),0,1997,1.2699
Eastern Asia (FAO),0,1997,4.3233
Eastern Europe (FAO),0,1997,4.2075
Ecuador,ECU,1997,11.481.999
Egypt,EGY,1997,7.1298
El Salvador,SLV,1997,16.581.999
Eritrea,ERI,1997,24.949.999
Estonia,EST,1997,0
Eswatini,SWZ,1997,19.217.999
Ethiopia,ETH,1997,17.380.999
Europe,0,1997,58.310.323
Europe (FAO),0,1997,58.329.997
European Union (27),0,1997,6.766.415
European Union (27) (FAO),0,1997,6.7688
Faroe Islands,FRO,1997,0
Fiji,FJI,1997,3.0769
Finland,FIN,1997,0
France,FRA,1997,9.0651
French Guiana,GUF,1997,7.073
French Polynesia,PYF,1997,0
Gabon,GAB,1997,15.483.999
Gambia,GMB,1997,1.1693
Georgia,GEO,1997,29.229.999
Germany,DEU,1997,8.6577
Ghana,GHA,1997,1.5285
Greece,GRC,1997,10.403
Grenada,GRD,1997,1
Guatemala,GTM,1997,1.4942
Guinea,GIN,1997,1.287
Guinea-Bissau,GNB,1997,1
Guyana,GUY,1997,30.384.998
Haiti,HTI,1997,79.859.996
High-income countries,0,1997,76.679.115
Honduras,HND,1997,15.590.999
Hong Kong,HKG,1997,0
Hungary,HUN,1997,6.448
Iceland,ISL,1997,0
India,IND,1997,1.7111
Indonesia,IDN,1997,2.6141
Iran,IRN,1997,6.7158
Iraq,IRQ,1997,19.835.999
Ireland,IRL,1997,0
Israel,ISR,1997,13.731.899
Italy,ITA,1997,9.627
Jamaica,JAM,1997,11.567.999
Japan,JPN,1997,2.4771
Jordan,JOR,1997,0
Kazakhstan,KAZ,1997,1.8136
Kenya,KEN,1997,1.4713
Kuwait,KWT,1997,18.539.099
Kyrgyzstan,KGZ,1997,44.533.997
Land Locked Developing Countries (FAO),0,1997,1.6097
Laos,LAO,1997,2.0605
Latvia,LVA,1997,0
Least Developed Countries (FAO),0,1997,1.203
Lebanon,LBN,1997,3.1111
Lesotho,LSO,1997,98.569.995
Liberia,LBR,1997,0
Libya,LBY,1997,1.75
Lithuania,LTU,1997,14.190.999
Low Income Food Deficit Countries (FAO),0,1997,1.2843
Low-income countries,0,1997,12.481.377
Lower-middle-income countries,0,1997,19.244.928
Madagascar,MDG,1997,9.368
Malawi,MWI,1997,10.958.999
Malaysia,MYS,1997,1.8462
Maldives,MDV,1997,14.075.999
Mali,MLI,1997,1.693
Malta,MLT,1997,0
Mauritania,MRT,1997,8.627
Mauritius,MUS,1997,5.0435
Melanesia,OWID_MNS,1997,2.9766
Mexico,MEX,1997,23.839.998
Micronesia (FAO),0,1997,1.2152
Micronesia (country),FSM,1997,1.2152
Middle Africa (FAO),0,1997,951
Moldova,MDA,1997,3.9998
Mongolia,MNG,1997,0
Morocco,MAR,1997,1.0984
Mozambique,MOZ,1997,9.033
Myanmar,MMR,1997,1.8885
Namibia,NAM,1997,15.726.999
Nepal,NPL,1997,1.6585
Net Food Importing Developing Countries (FAO),0,1997,1.5698
Netherlands,NLD,1997,5.0394
New Caledonia,NCL,1997,3.9905
New Zealand,NZL,1997,9.9487
Nicaragua,NIC,1997,11.373.999
Niger,NER,1997,8.247
Nigeria,NGA,1997,12.509.999
North America,0,1997,65.498.095
North Korea,PRK,1997,1.6844
North Macedonia,MKD,1997,39.153.998
Northern Africa (FAO),0,1997,5.0443
Northern America (FAO),0,1997,7.9149
Northern Europe (FAO),0,1997,14.190.999
Norway,NOR,1997,0
Oceania,0,1997,67.038.774
Oceania (FAO),0,1997,6.7039
Oman,OMN,1997,7.3989
Pakistan,PAK,1997,16.351.999
Palestine,PSE,1997,0
Panama,PAN,1997,1.2541
Papua New Guinea,PNG,1997,6
Paraguay,PRY,1997,27.482.998
Peru,PER,1997,2.2008
Philippines,PHL,1997,15.893.999
Poland,POL,1997,54.010.997
Polynesia,OWID_PYA,1997,0
Portugal,PRT,1997,4.9592
Puerto Rico,PRI,1997,1.7083
Qatar,QAT,1997,12.5694
Reunion,REU,1997,77.999.997
Romania,ROU,1997,42.170.997
Russia,RUS,1997,3.1366
Rwanda,RWA,1997,10.907.999
Saint Kitts and Nevis,KNA,1997,0
Saint Vincent and the Grenadines,VCT,1997,4.2922
Sao Tome and Principe,STP,1997,2.2222
Saudi Arabia,SAU,1997,17.530.999
Senegal,SEN,1997,1.2911
Serbia and Montenegro,OWID_SRM,1997,50.797.997
Sierra Leone,SLE,1997,0.94
Slovakia,SVK,1997,5.9479
Slovenia,SVN,1997,74.810.996
Small Island Developing States (FAO),0,1997,1.0653
Solomon Islands,SLB,1997,0
Somalia,SOM,1997,70.949.996
South Africa,ZAF,1997,2.5195
South America,0,1997,29.156.296
South America (FAO),0,1997,29.155.998
South Korea,KOR,1997,4.1126
South-eastern Asia (FAO),0,1997,23.181.999
Southern Africa (FAO),0,1997,24.113.998
Southern Asia (FAO),0,1997,17.687.999
Southern Europe (FAO),0,1997,7.0378
Spain,ESP,1997,9.1501
Sri Lanka,LKA,1997,9.959
Sudan (former),0,1997,0.65
Suriname,SUR,1997,2.2833
Sweden,SWE,1997,0
Switzerland,CHE,1997,9.2732
Syria,SYR,1997,5.4823
Taiwan,TWN,1997,5.4589
Tajikistan,TJK,1997,2.7501
Tanzania,TZA,1997,1.1708
Thailand,THA,1997,3.1982
Togo,TGO,1997,1.0676
Trinidad and Tobago,TTO,1997,2.8234
Tunisia,TUN,1997,0
Turkey,TUR,1997,38.246.999
Turkmenistan,TKM,1997,2.944
Uganda,UGA,1997,1.2375
Ukraine,UKR,1997,3.2628
United Arab Emirates,ARE,1997,186.667
United Kingdom,GBR,1997,0
United States,USA,1997,7.952.014
Upper-middle-income countries,0,1997,33.701.706
Uruguay,URY,1997,2.6444
Uzbekistan,UZB,1997,2.8186
Vanuatu,VUT,1997,4.978
Venezuela,VEN,1997,2.8313
Vietnam,VNM,1997,2.49
Western Africa (FAO),0,1997,1.2993
Western Asia (FAO),0,1997,35.621.998
Western Europe (FAO),0,1997,9.0425
World,OWID_WRL,1997,4.1512
Yemen,YEM,1997,13.241.999
Zambia,ZMB,1997,14.793.999
Zimbabwe,ZWE,1997,1.1043
Afghanistan,AFG,1998,1.65
Africa,0,1998,15.934.043
Africa (FAO),0,1998,1.591
Albania,ALB,1998,3.3416
Algeria,DZA,1998,17.221.999
Americas (FAO),0,1998,5.8726
Angola,AGO,1998,7.396
Antigua and Barbuda,ATG,1998,16.317.999
Argentina,ARG,1998,6.078
Armenia,ARM,1998,26.081.998
Asia,0,1998,3.988.192
Asia (FAO),0,1998,3.9882
Australia,AUS,1998,4.7544
Austria,AUT,1998,9.61
Azerbaijan,AZE,1998,2.9541
Bahamas,BHS,1998,1.9842
Bahrain,BHR,1998,0
Bangladesh,BGD,1998,7.339
Barbados,BRB,1998,2.6
Belarus,BLR,1998,2.6522
Belgium-Luxembourg (FAO),0,1998,9.5475
Belize,BLZ,1998,2.6211
Benin,BEN,1998,1.1143
Bhutan,BTN,1998,16.999.999
Bolivia,BOL,1998,18.191.999
Bosnia and Herzegovina,BIH,1998,3.8641
Botswana,BWA,1998,91
Brazil,BRA,1998,27.963.998
Brunei,BRN,1998,0
Bulgaria,BGR,1998,27.317.998
Burkina Faso,BFA,1998,1.3919
Burundi,BDI,1998,1.1463
Cambodia,KHM,1998,1.2171
Cameroon,CMR,1998,18.910.999
Canada,CAN,1998,8.1954
Cape Verde,CPV,1998,1.415
Caribbean (FAO),0,1998,1.2011
